Region	Section	ORF No.	Start	Stop	Strand	Protein ID	%ID	%Cov	Blast e-value	Protein Name
PICI REGION 1 - CP184551.1	Upstream	2393	2573332	2573958	-1	WP_000216896.1	100	99.5	1.72e-141	hypothetical protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Upstream	2394	2573955	2574134	-1	WP_031838477.1	81.4	98.3	7.26e-23	hypothetical protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Upstream	2395	2575033	2575881	-1	WP_000824908.1	100	99.6	2.89e-204	MULTISPECIES: class I SAM-dependent methyltransferase [Staphylococcus]
PICI REGION 1 - CP184551.1	Upstream	2396	2575939	2576853	-1	WP_029625652.1	100	99.7	3.69e-218	iron-hydroxamate ABC transporter substrate-binding protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Upstream	2397	2577398	2577592	-1	WP_258918747.1	98.4	98.5	6.49e-37	DUF3102 domain-containing protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2398	2577817	2578785	-1	CORE	100	99.7	8.53e-233	PROTEIN: WP_000801979.1 MULTISPECIES: Abi family protein [Staphylococcus]
PICI REGION 1 - CP184551.1	Core	2399	2579062	2579631	-1	CORE	100	99.5	2.22e-130	PROTEIN: WP_001293076.1 MULTISPECIES: terminase small subunit [Staphylococcus]
PICI REGION 1 - CP184551.1	Core	2400	2579628	2579969	-1	WP_217151841.1	98.2	99.1	1.56e-73	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2401	2579972	2580499	-1	WP_000771368.1	100	99.4	8.19e-117	MULTISPECIES: spore coat protein [Staphylococcus]
PICI REGION 1 - CP184551.1	Core	2402	2580550	2580768	-1	WP_000448770.1	100	98.6	1.18e-38	MULTISPECIES: capsid morphogenesis B protein [Staphylococcus]
PICI REGION 1 - CP184551.1	Core	2403	2580786	2581364	-1	WP_429616306.1	90.6	99.5	2.49e-108	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2404	2581376	2581717	-1	WP_086038032.1	99.1	99.1	1.33e-74	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2405	2582167	2582808	-1	WP_188363455.1	99.5	99.5	1.04e-149	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2406	2582810	2583073	-1	WP_001003076.1	100	98.9	4.06e-57	hypothetical protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2407	2583075	2583431	-1	WP_164091813.1	99.2	99.2	1.85e-81	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2408	2583674	2585044	-1	CORE	100	99.8	0.0	PROTEIN: WP_000151864.1 DNA primase family protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2409	2585056	2585925	-1	WP_420228591.1	100	99.7	6.12e-214	primase alpha helix C-terminal domain-containing protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2410	2585990	2586316	-1	WP_001103965.1	100	99.1	1.79e-72	type II toxin-antitoxin system toxin TscT [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2411	2586317	2586700	-1	WP_303751621.1	99.2	99.2	1.08e-82	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2412	2586702	2586905	-1	WP_164071220.1	98.5	98.5	6.04e-41	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2413	2586890	2587045	-1	WP_141060246.1	98.0	98.1	8.43e-25	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Core	2414	2587042	2587359	-1	WP_000481967.1	100	99.1	9.01e-67	MULTISPECIES: helix-turn-helix domain-containing protein [Staphylococcus]
PICI REGION 1 - CP184551.1	Core	2415	2587364	2587582	-1	WP_000153640.1	100	98.6	8.58e-41	MULTISPECIES: helix-turn-helix domain-containing protein [Staphylococcus]
PICI REGION 1 - CP184551.1	Core	2416	2587755	2588429	1	WP_000620857.1	100	99.6	1.52e-152	MULTISPECIES: helix-turn-helix domain-containing protein [Staphylococcus]
PICI REGION 1 - CP184551.1	Core	2417	2588443	2589615	1	CORE	100	99.7	1.04e-281	PROTEIN: WP_048667711.1 tyrosine-type recombinase/integrase [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Downstream	2418	2589684	2591300	-1	WP_000240642.1	100	99.8	0.0	MULTISPECIES: chaperonin GroEL [Staphylococcus]
PICI REGION 1 - CP184551.1	Downstream	2419	2591376	2591660	-1	WP_000917289.1	100	98.9	1.36e-56	MULTISPECIES: co-chaperone GroES [Bacteria]
PICI REGION 1 - CP184551.1	Downstream	2420	2591835	2592578	1	WP_084578716.1	100	99.6	3.82e-162	CPBP family intramembrane glutamic endopeptidase MroQ [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Downstream	2421	2592603	2593769	-1	WP_407803134.1	100	99.7	7.49e-198	SdrH family protein [Staphylococcus aureus]
PICI REGION 1 - CP184551.1	Downstream	2422	2593966	2594592	1	WP_000522384.1	100	99.5	3.93e-147	MULTISPECIES: nitroreductase family protein [Staphylococcus]
PICI REGION 2 - CP184551.1	Upstream	2381	2562334	2562576	-1	WP_000639927.1	100	98.8	8.98e-51	DUF739 family protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Upstream	2382	2562740	2563456	1	WP_001083967.1	100	99.6	1.40e-164	MULTISPECIES: LexA family transcriptional regulator [Bacteria]
PICI REGION 2 - CP184551.1	Upstream	2383	2563468	2564325	1	WP_084578715.1	100	99.7	8.95e-205	HIRAN domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Upstream	2384	2564370	2564552	1	WP_000705248.1	100	98.4	2.36e-35	MULTISPECIES: hypothetical protein [Staphylococcus]
PICI REGION 2 - CP184551.1	Upstream	2385	2564652	2565116	1	YP_908791.1	100	99.4	8.20e-54	lipoprotein [Staphylococcus phage phiNM3]
PICI REGION 2 - CP184551.1	Core	2386	2565175	2566212	1	CORE	100	99.7	1.02e-247	PROTEIN: WP_084568224.1 tyrosine-type recombinase/integrase [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2387	2566269	2567093	1	WP_000283440.1	100	99.6	3.26e-206	sphingomyelin phosphodiesterase [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2388	2567355	2568371	-1	WP_000595612.1	100	99.7	1.19e-247	leukocidin/hemolysin toxin family protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2389	2568393	2569448	-1	WP_000791397.1	100	99.7	8.41e-250	leukocidin family pore-forming toxin [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2390	2569880	2571103	1	WP_000206618.1	100	99.8	1.70e-291	MULTISPECIES: ArgE/DapE family deacylase [Staphylococcus]
PICI REGION 2 - CP184551.1	Core	2391	2571486	2572793	1	WP_001045074.1	100	99.8	8.14e-279	TrkH family potassium uptake protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2392	2573166	2573312	1	WP_089535707.1	100	98.0	6.69e-25	transposase, partial [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2393	2573332	2573958	-1	WP_000216896.1	100	99.5	1.72e-141	hypothetical protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2394	2573955	2574134	-1	WP_031838477.1	81.4	98.3	7.26e-23	hypothetical protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2395	2575033	2575881	-1	WP_000824908.1	100	99.6	2.89e-204	MULTISPECIES: class I SAM-dependent methyltransferase [Staphylococcus]
PICI REGION 2 - CP184551.1	Core	2396	2575939	2576853	-1	WP_029625652.1	100	99.7	3.69e-218	iron-hydroxamate ABC transporter substrate-binding protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2397	2577398	2577592	-1	WP_258918747.1	98.4	98.5	6.49e-37	DUF3102 domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Core	2398	2577817	2578785	-1	CORE	100	99.7	8.53e-233	PROTEIN: WP_000801979.1 MULTISPECIES: Abi family protein [Staphylococcus]
PICI REGION 2 - CP184551.1	Core	2399	2579062	2579631	-1	CORE	100	99.5	2.22e-130	PROTEIN: WP_001293076.1 MULTISPECIES: terminase small subunit [Staphylococcus]
PICI REGION 2 - CP184551.1	Downstream	2400	2579628	2579969	-1	WP_217151841.1	98.2	99.1	1.56e-73	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Downstream	2401	2579972	2580499	-1	WP_000771368.1	100	99.4	8.19e-117	MULTISPECIES: spore coat protein [Staphylococcus]
PICI REGION 2 - CP184551.1	Downstream	2402	2580550	2580768	-1	WP_000448770.1	100	98.6	1.18e-38	MULTISPECIES: capsid morphogenesis B protein [Staphylococcus]
PICI REGION 2 - CP184551.1	Downstream	2403	2580786	2581364	-1	WP_429616306.1	90.6	99.5	2.49e-108	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - CP184551.1	Downstream	2404	2581376	2581717	-1	WP_086038032.1	99.1	99.1	1.33e-74	pathogenicity island protein [Staphylococcus aureus]
