CP069281.1_1|3|2564|-1|ID=1_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.639	WP_206508548.1 aminopeptidase N [Rhodococcus sp. KRD197]	100	100	0.0
CP069281.1_2|2723|3340|1|ID=1_2;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.623	WP_206508552.1 MULTISPECIES: DsbA family protein [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	99.5	4.81e-151
CP069281.1_3|3399|4076|-1|ID=1_3;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.661	WP_307786497.1 MULTISPECIES: DUF429 domain-containing protein [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	99.6	5.78e-162
CP069281.1_4|4093|4587|1|ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.685	WP_075839409.1 MULTISPECIES: ribose-5-phosphate isomerase [Nocardiaceae]	100	99.4	1.69e-115
CP069281.1_5|4590|5387|1|ID=1_5;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.652	WP_206508553.1 MULTISPECIES: Fpg/Nei family DNA glycosylase [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	99.6	7.95e-198
CP069281.1_6|5401|6171|-1|ID=1_6;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.676	WP_206508658.1 MULTISPECIES: DUF1542 domain-containing protein [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	92.6	5.47e-137
CP069281.1_7|6858|8234|1|ID=1_7;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.635	WP_075839374.1 MULTISPECIES: trigger factor [Nocardiaceae]	100	99.8	5.48e-307
CP069281.1_8|8316|8966|1|ID=1_8;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.619	WP_075839373.1 MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Nocardiaceae]	100	99.5	5.11e-147
CP069281.1_9|9013|9654|1|ID=1_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.631	WP_075839372.1 MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Nocardiaceae]	100	99.5	3.90e-145
CP069281.1_10|9989|11269|1|ID=1_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.607	WP_075839371.1 MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX [Nocardiaceae]	100	99.8	1.13e-301
CP069281.1_11|11311|11661|1|ID=1_11;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.632	WP_206508554.1 MULTISPECIES: SelT/SelW/SelH family protein [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	79.5	4.45e-63
CP069281.1_12|11658|12875|-1|ID=1_12;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.667	WP_206508555.1 MULTISPECIES: acetyl-CoA C-acetyltransferase [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	99.8	9.23e-279
CP069281.1_13|12868|13713|-1|ID=1_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.658	WP_206508556.1 MULTISPECIES: IclR family transcriptional regulator [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	99.6	7.26e-193
CP069281.1_14|13710|14894|-1|ID=1_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658	WP_206508557.1 MULTISPECIES: bifunctional 3-oxoadipate enol-lactonase/4-carboxymuconolactone decarboxylase PcaDC [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	99.7	6.76e-280
CP069281.1_15|14894|16240|-1|ID=1_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.689	WP_206508558.1 MULTISPECIES: lyase family protein [unclassified Rhodococcus (in: high G+C Gram-positive bacteria)]	100	99.8	3.57e-307
