AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	CP000425.1_2115981_2128907	99.349	4912	32	0	7768	12679	5996	1085	0.0	8894	12679	12927
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	CP000425.1_2115981_2128907	99.805	4103	8	0	1	4103	12826	8724	0.0	7533	12679	12927
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	CP000425.1_2115981_2128907	80.110	362	61	10	7406	7763	6603	6249	6.83e-69	259	12679	12927
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AM406671.1_32370_51783	89.010	3767	390	21	7769	11524	6447	2694	0.0	4641	12679	19414
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AM406671.1_32370_51783	91.031	1717	131	9	1832	3531	12053	10343	0.0	2296	12679	19414
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AM406671.1_32370_51783	92.239	451	31	3	3560	4007	10348	9899	0.0	636	12679	19414
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AM406671.1_32370_51783	91.011	356	21	6	1081	1436	18194	17850	2.90e-132	470	12679	19414
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AM406671.1_32370_51783	82.151	437	74	4	11714	12149	2445	2012	8.41e-103	372	12679	19414
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AM406671.1_32370_51783	97.959	98	2	0	1643	1740	17527	17430	3.29e-42	171	12679	19414
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AM406671.1_32370_51783	95.833	96	4	0	4008	4103	9498	9403	9.22e-38	156	12679	19414
