AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	NZ_CP008957.1_1680148_1695618	99.981	5145	1	0	1	5145	9174	14318	0.0	9498	5145	15471
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	CP026827.1_1440478_1467734	97.454	5146	129	2	1	5145	10983	16127	0.0	8778	5145	27257
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	CP043478.1_2044053_2060283	97.415	5145	132	1	1	5145	9980	15123	0.0	8765	5145	16231
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	NC_011745.1_1739927_1756201	97.279	5146	137	3	1	5145	6213	1070	0.0	8726	5145	16275
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	AAAAWV020000011.1_88682_104064	97.221	5145	143	0	1	5145	6105	961	0.0	8711	5145	15383
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	CP023541.1_1969075_1984466	97.183	5147	142	3	1	5145	9285	14430	0.0	8700	5145	15392
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	CP028122.1_1829035_1844575	97.143	5146	145	2	1	5145	6264	1120	0.0	8689	5145	15541
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	CP028126.1_2294845_2309731	97.105	5146	147	2	1	5145	6214	1070	0.0	8678	5145	14887
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	AKLQ01000035.1_37524_53136	96.888	5142	160	0	4	5145	5580	439	0.0	8612	5145	15613
AE005174.2|CFPICI|R2|core|batch=001|record=AE005174.2_Escherichia_coli_O157_H7_str._EDL933_genome|start=1687718|end=1692862|strand=1	CP014752.1_2068299_2084242	94.932	5150	246	13	1	5145	5961	822	0.0	8052	5145	15944
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	NZ_CP008957.1_1680148_1695618	99.981	5145	1	0	1	5145	9174	14318	0.0	9496	5145	15471
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CP026827.1_1440478_1467734	97.454	5146	129	2	1	5145	10983	16127	0.0	8776	5145	27257
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CP043478.1_2044053_2060283	97.415	5145	132	1	1	5145	9980	15123	0.0	8763	5145	16231
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	NC_011745.1_1739927_1756201	97.279	5146	137	3	1	5145	6213	1070	0.0	8724	5145	16275
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	AAAAWV020000011.1_88682_104064	97.221	5145	143	0	1	5145	6105	961	0.0	8709	5145	15383
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CP023541.1_1969075_1984466	97.183	5147	142	3	1	5145	9285	14430	0.0	8698	5145	15392
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CP028122.1_1829035_1844575	97.143	5146	145	2	1	5145	6264	1120	0.0	8687	5145	15541
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CP028126.1_2294845_2309731	97.105	5146	147	2	1	5145	6214	1070	0.0	8676	5145	14887
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	AKLQ01000035.1_37524_53136	96.888	5142	160	0	4	5145	5580	439	0.0	8610	5145	15613
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CP014752.1_2068299_2084242	94.952	5151	243	15	1	5145	5961	822	0.0	8056	5145	15944
NZ_AP035757.1|CFPICI|R1|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=2677524|end=2684490|strand=-1	CP000970.1_955625_970780	93.976	83	5	0	374	456	14680	14762	4.25e-29	126	6967	15156
NZ_AP035757.1|CFPICI|R1|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=2677524|end=2684490|strand=-1	CP010151.1_3045135_3059753	93.750	80	5	0	374	453	211	132	1.98e-27	121	6967	14619
NZ_AP035757.1|CFPICI|R2|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=4360854|end=4367819|strand=-1	CP000970.1_955625_970780	93.976	83	5	0	374	456	14680	14762	4.25e-29	126	6966	15156
NZ_AP035757.1|CFPICI|R2|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=4360854|end=4367819|strand=-1	CP010151.1_3045135_3059753	93.750	80	5	0	374	453	211	132	1.98e-27	121	6966	14619
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CP028126.1_2294845_2309731	98.814	5145	60	1	1	5144	6214	1070	0.0	9162	5144	14887
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CP026827.1_1440478_1467734	98.659	5146	66	3	1	5144	10983	16127	0.0	9118	5144	27257
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	NC_011745.1_1739927_1756201	98.620	5145	69	2	1	5144	6213	1070	0.0	9106	5144	16275
