NZ_CM128582.1_1|1|1662|1|ID=1_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.576	WP_001299337.1 MULTISPECIES: terminase large subunit [Enterobacteriaceae]	100	99.8	0.0
NZ_CM128582.1_2|1726|3663|1|ID=1_2;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.599	WP_113510205.1 phage major capsid protein [Escherichia coli]	100	99.8	0.0
NZ_CM128582.1_3|3708|3929|1|ID=1_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.568	WP_001063099.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]	100	98.6	1.46e-46
NZ_CM128582.1_4|3875|5239|1|ID=1_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.560	WP_079404547.1 phage portal protein, partial [Escherichia coli]	99.3	99.8	0.0
NZ_CM128582.1_5|5236|6459|1|ID=1_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.573	WP_001430806.1 phage portal protein [Escherichia coli]	100	99.3	1.07e-180
NZ_CM128582.1_6|6456|6782|1|ID=1_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.566	WP_000125990.1 MULTISPECIES: head-tail connector protein [Enterobacteriaceae]	100	99.1	7.02e-70
NZ_CM128582.1_7|6792|7142|1|ID=1_7;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.590	WP_001007905.1 MULTISPECIES: phage head closure protein [Enterobacteriaceae]	100	99.1	8.56e-77
NZ_CM128582.1_8|7139|7585|1|ID=1_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.584	WP_032279873.1 HK97-gp10 family putative phage morphogenesis protein [Escherichia coli]	100	99.3	4.82e-96
NZ_CM128582.1_9|7582|7926|1|ID=1_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.600	WP_000133388.1 MULTISPECIES: tail completion protein gp17 [Gammaproteobacteria]	100	99.1	5.00e-75
NZ_CM128582.1_10|7993|8709|1|ID=1_10;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.540	WP_001275441.1 MULTISPECIES: major tail subunit [Enterobacteriaceae]	99.6	99.6	3.86e-162
NZ_CM128582.1_11|8724|9098|1|ID=1_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.573	WP_000710949.1 MULTISPECIES: phage tail assembly chaperone [Enterobacteriaceae]	100	99.2	6.07e-83
NZ_CM128582.1_12|9194|9403|1|ID=1_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.581	WP_001513217.1 MULTISPECIES: phage tail assembly protein T [Enterobacteriaceae]	100	98.6	6.15e-44
NZ_CM128582.1_13|9451|12693|1|ID=1_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.576	WP_032279874.1 MULTISPECIES: phage tail tape measure protein [Enterobacteriaceae]	100	99.9	0.0
NZ_CM128582.1_14|12686|13027|1|ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.558	WP_000807937.1 MULTISPECIES: phage tail protein [Enterobacteriaceae]	100	99.1	2.58e-81
NZ_CM128582.1_15|13027|13725|1|ID=1_15;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.581	WP_001296027.1 MULTISPECIES: phage minor tail protein L [Enterobacteriaceae]	100	99.6	1.66e-169
