NZ_CP054169.1_1|1|312|-1|ID=1_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.535	WP_215771345.1 bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase, partial [Escherichia coli]	100	100	1.29e-61
NZ_CP054169.1_2|338|1225|-1|ID=1_2;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.556	WP_060578046.1 triphosphoribosyl-dephospho-CoA synthase CitG [Escherichia coli]	100	99.7	2.30e-212
NZ_CP054169.1_3|1200|1751|-1|ID=1_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.589	WP_057078780.1 MULTISPECIES: citrate lyase holo-[acyl-carrier protein] synthase [Enterobacteriaceae]	100	99.5	2.73e-128
NZ_CP054169.1_4|1755|3287|-1|ID=1_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.561	WP_094658817.1 citrate lyase subunit alpha [Escherichia coli]	100	99.8	0.0
NZ_CP054169.1_5|3298|4206|-1|ID=1_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.572	WP_000622357.1 MULTISPECIES: citrate (pro-3S)-lyase subunit beta [Enterobacteriaceae]	100	99.7	1.80e-208
NZ_CP054169.1_6|4203|4499|-1|ID=1_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.562	WP_000700703.1 MULTISPECIES: citrate lyase acyl carrier protein [Gammaproteobacteria]	100	99.0	1.01e-62
NZ_CP054169.1_7|4514|5569|-1|ID=1_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.506	WP_151298704.1 [citrate (pro-3S)-lyase] ligase [Escherichia coli]	100	99.7	4.93e-258
NZ_CP054169.1_8|5575|6924|-1|ID=1_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.456	WP_001596154.1 MULTISPECIES: MFS transporter [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_9|6956|7753|-1|ID=1_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.452	WP_057078615.1 MULTISPECIES: amidohydrolase family protein [Enterobacteriaceae]	100	99.6	7.95e-198
NZ_CP054169.1_10|7876|8601|1|ID=1_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.453	WP_057078613.1 MULTISPECIES: GntR family transcriptional regulator [Enterobacteriaceae]	100	99.6	1.24e-164
NZ_CP054169.1_11|9319|9480|-1|ID=1_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	WP_015675048.1 hypothetical protein [Escherichia coli]	84.1	81.5	3.18e-15
NZ_CP054169.1_12|9783|10814|1|ID=1_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.555	WP_057078609.1 MULTISPECIES: LacI family DNA-binding transcriptional regulator [Enterobacteriaceae]	100	99.7	8.01e-244
NZ_CP054169.1_13|11100|12053|1|ID=1_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.569	WP_057078608.1 MULTISPECIES: ABC transporter substrate-binding protein [Enterobacteriaceae]	100	99.7	4.81e-216
NZ_CP054169.1_14|12118|13650|1|ID=1_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.588	WP_057078606.1 MULTISPECIES: sugar ABC transporter ATP-binding protein [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_15|13637|14656|1|ID=1_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.582	WP_057078604.1 MULTISPECIES: ABC transporter permease subunit [Enterobacteriaceae]	100	99.7	7.07e-220
NZ_CP054169.1_16|14734|16104|1|ID=1_16;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.589	WP_057078602.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_17|16101|17021|1|ID=1_17;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.597	WP_057078600.1 MULTISPECIES: carbohydrate kinase family protein [Enterobacteriaceae]	100	99.7	3.17e-220
NZ_CP054169.1_18|17490|18137|1|ID=1_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.540	WP_001295212.1 MULTISPECIES: IS66-like element accessory protein TnpA [Bacteria]	100	99.5	3.93e-155
NZ_CP054169.1_19|18137|18286|1|ID=1_19;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.493	WP_172949009.1 IS66 family insertion sequence element accessory protein TnpB, partial [Escherichia coli]	82.4	68.0	1.90e-10
NZ_CP054169.1_20|18301|18726|1|ID=1_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.491	WP_000422741.1 MULTISPECIES: IS66-like element accessory protein TnpA [Bacteria]	100	99.3	1.93e-94
NZ_CP054169.1_21|18723|19073|1|ID=1_21;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.524	WP_000624722.1 MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB [Bacteria]	100	99.1	1.86e-80
NZ_CP054169.1_22|19104|20717|1|ID=1_22;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.544	WP_000080200.1 MULTISPECIES: IS66-like element ISEc23 family transposase [Enterobacterales]	100	99.8	0.0
NZ_CP054169.1_24|21044|22615|1|ID=1_24;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.566	WP_029392005.1 MULTISPECIES: IS66-like element ISCro1 family transposase [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_25|22755|22934|-1|ID=1_25;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.511	WP_196082969.1 transposase, partial [Salmonella enterica]	77.8	90.0	1.87e-20
NZ_CP054169.1_26|23180|23482|-1|ID=1_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.446	WP_000218505.1 MULTISPECIES: ISAs1 family transposase [Enterobacteriaceae]	100	99.0	3.62e-66
NZ_CP054169.1_27|24442|24639|-1|ID=1_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.444	WP_130235709.1 MULTISPECIES: protein YibT [unclassified Escherichia]	54.8	78.8	1.39e-12
NZ_CP054169.1_32|27451|27771|1|ID=1_32;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.449	WP_436329525.1 IS110 family transposase, partial [Citrobacter youngae]	83.0	90.7	4.35e-48
NZ_CP054169.1_33|28707|29642|1|ID=1_33;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.450	WP_202752350.1 pseudouridine kinase [Escherichia coli]	100	98.4	1.25e-223
NZ_CP054169.1_34|29635|30570|1|ID=1_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.466	WP_057078712.1 MULTISPECIES: pseudouridine-5'-phosphate glycosidase [Enterobacteriaceae]	100	99.7	3.38e-213
NZ_CP054169.1_35|30654|31904|1|ID=1_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.488	WP_057078710.1 MULTISPECIES: NupC/NupG family nucleoside CNT transporter [Enterobacteriaceae]	100	99.8	8.25e-267
NZ_CP054169.1_36|31924|33018|-1|ID=1_36;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.498	WP_057078708.1 MULTISPECIES: sugar kinase [Enterobacteriaceae]	100	99.7	1.27e-262
NZ_CP054169.1_37|33037|33210|-1|ID=1_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.443	WP_242751174.1 transposase, partial [Dickeya dianthicola]	79.5	75.9	1.43e-14
NZ_CP054169.1_38|33521|33769|1|ID=1_38;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.438	WP_271145968.1 amidohydrolase family protein [Brevundimonas sp. NIBR10]	55.8	51.8	5.50e-06
NZ_CP054169.1_39|34957|35589|-1|ID=1_39;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.430	WP_060578012.1 TetR/AcrR family transcriptional regulator [Escherichia coli]	100	99.5	6.26e-145
NZ_CP054169.1_40|35691|36815|1|ID=1_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.485	WP_060578013.1 efflux RND transporter periplasmic adaptor subunit [Escherichia coli]	100	99.7	1.41e-255
NZ_CP054169.1_41|36828|39962|1|ID=1_41;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.477	WP_060578014.1 efflux RND transporter permease subunit [Escherichia coli]	100	99.9	0.0
NZ_CP054169.1_42|40065|40730|1|ID=1_42;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.407	WP_224084842.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Enterobacteriaceae]	100	99.5	4.07e-160
NZ_CP054169.1_43|40708|41067|1|ID=1_43;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.383	WP_057078651.1 MULTISPECIES: helix-turn-helix domain-containing protein [Enterobacteriaceae]	100	99.2	3.87e-79
NZ_CP054169.1_44|41197|42615|1|ID=1_44;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.498	WP_057078653.1 MULTISPECIES: SLC13 family permease [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_45|42617|43993|1|ID=1_45;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.487	WP_057078656.1 MULTISPECIES: sensor histidine kinase [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_46|43996|44478|1|ID=1_46;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.468	WP_057078659.1 MULTISPECIES: response regulator [Enterobacteriaceae]	100	99.4	4.35e-116
NZ_CP054169.1_47|45847|47727|1|ID=1_47;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.547	WP_057078667.1 MULTISPECIES: beta-glucoside-specific PTS transporter subunit IIABC [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_48|47724|49148|1|ID=1_48;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.587	WP_057078669.1 MULTISPECIES: glycoside hydrolase family 1 protein [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_49|49145|49984|1|ID=1_49;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.535	WP_057078672.1 MULTISPECIES: BglG family transcription antiterminator LicT [Enterobacteriaceae]	100	99.6	1.07e-193
NZ_CP054169.1_50|49986|50192|-1|ID=1_50;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.531	WP_009652663.1 substrate-binding domain-containing protein, partial [Klebsiella sp. OBRC7]	83.3	98.6	5.89e-32
NZ_CP054169.1_51|50600|51949|-1|ID=1_51;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514	WP_057078678.1 MULTISPECIES: GntP family permease [Enterobacteriaceae]	100	99.8	4.09e-286
NZ_CP054169.1_52|52056|54023|-1|ID=1_52;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.582	WP_057078681.1 MULTISPECIES: xylonate dehydratase YjhG [Enterobacteriaceae]	100	99.8	0.0
NZ_CP054169.1_53|54034|54939|-1|ID=1_53;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.551	WP_072146797.1 MULTISPECIES: dihydrodipicolinate synthase family protein [Enterobacteriaceae]	100	99.7	2.31e-215
NZ_CP054169.1_54|54944|55735|-1|ID=1_54;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.447	WP_057078686.1 MULTISPECIES: IclR family transcriptional regulator [Enterobacteriaceae]	100	99.2	8.25e-192
NZ_CP054169.1_55|56032|56814|-1|ID=1_55;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.499	WP_057078685.1 MULTISPECIES: DeoR/GlpR family DNA-binding transcription regulator [Enterobacteriaceae]	100	99.6	2.97e-186
NZ_CP054169.1_56|56831|57463|-1|ID=1_56;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.551	WP_060578015.1 MULTISPECIES: ribulose-phosphate 3 epimerase family protein [Enterobacteriaceae]	100	99.5	1.43e-150
NZ_CP054169.1_57|57475|57906|-1|ID=1_57;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.560	WP_060578016.1 MULTISPECIES: SgcA family PTS sugar transporter subunit IIA [Enterobacteriaceae]	100	99.3	3.06e-101
NZ_CP054169.1_58|58037|58843|-1|ID=1_58;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.534	WP_000118626.1 MULTISPECIES: BtpA family protein SgcQ [Enterobacteriaceae]	100	99.6	1.87e-193
